index,Order ID,Cust ID,Gender,Age,Date,month,Status,Channel,SKU,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
42,OD-2025-08900,CUST-87271,Men,49,20-11-2025,Nov,Delivered,Meesho,SKU-7738,Blouse,S,1,INR,4528.24,Bengaluru,Karnataka,905812,India,FALSE
43,OD-2025-09151,CUST-13000,Women,58,28-06-2025,Jun,Delivered,Meesho,SKU-4474,Kurta,XS,2,INR,3976.13,Mumbai,Maharashtra,905813,India,FALSE
44,OD-2025-08243,CUST-46392,Women,59,25-02-2025,Feb,Delivered,Nykaa,SKU-3175,Blouse,XXL,3,INR,3534.02,Bengaluru,Karnataka,905814,India,FALSE
45,OD-2025-08293,CUST-20980,Men,20,22-02-2025,Feb,Delivered,Meesho,SKU-4667,Ethnic Dress,XL,4,INR,2843.97,Jaipur,Rajasthan,905815,India,FALSE
46,OD-2025-01115,CUST-33431,Women,51,22-09-2025,Sep,Delivered,Ajio,SKU-9795,Kurta,L,1,INR,4370.01,Jaipur,Rajasthan,905816,India,FALSE
47,OD-2025-01517,CUST-91100,Women,23,11-07-2025,Jul,Delivered,Amazon,SKU-5166,Kurta,M,1,INR,4100.66,Lucknow,Uttar Pradesh,905817,India,TRUE
48,OD-2025-01575,CUST-71817,Women,52,28-10-2025,Oct,Delivered,Flipkart,SKU-8302,Western Dress,M,4,INR,4268.08,Delhi,Delhi,905818,India,TRUE
49,OD-2025-02455,CUST-28565,Women,54,23-12-2025,Dec,Cancelled,Nykaa,SKU-6973,Kurta,S,1,INR,370.75,Chennai,Tamil Nadu,905819,India,FALSE
50,OD-2025-08166,CUST-43917,Men,24,28-02-2025,Feb,Delivered,Nykaa,SKU-4356,Ethnic Dress,XL,2,INR,726.37,Kolkata,West Bengal,905820,India,FALSE
51,OD-2025-01458,CUST-66951,Men,43,26-07-2025,Jul,Delivered,Ajio,SKU-5849,Ethnic Dress,XL,2,INR,3500.93,Lucknow,Uttar Pradesh,905821,India,FALSE
52,OD-2025-09988,CUST-61904,Women,18,07-02-2025,Feb,Cancelled,Nykaa,SKU-2267,Kurta,S,1,INR,3641.04,Lucknow,Uttar Pradesh,905822,India,FALSE
53,OD-2025-02340,CUST-83663,Men,61,03-01-2025,Jan,Shipped,Meesho,SKU-6067,Top,XL,1,INR,1045.21,Hyderabad,Telangana,905823,India,FALSE
54,OD-2025-02831,CUST-71009,Women,30,22-01-2025,Jan,Delivered,Myntra,SKU-7056,Saree,S,2,INR,2063.73,Jaipur,Rajasthan,905824,India,FALSE
55,OD-2025-07757,CUST-19513,Women,30,01-03-2025,Mar,Delivered,Nykaa,SKU-5630,Saree,L,1,INR,4113.74,Hyderabad,Telangana,905825,India,FALSE
56,OD-2025-01933,CUST-38599,Women,21,15-01-2025,Jan,Delivered,Nykaa,SKU-6214,Blouse,XS,2,INR,3024.99,Chennai,Tamil Nadu,905826,India,FALSE
57,OD-2025-07986,CUST-62831,Women,33,18-09-2025,Sep,Delivered,Ajio,SKU-8466,Ethnic Dress,XS,1,INR,395.82,Pune,Maharashtra,905827,India,FALSE
58,OD-2025-08473,CUST-71976,Women,63,10-10-2025,Oct,Delivered,Flipkart,SKU-4117,Ethnic Dress,M,1,INR,573.85,Chennai,Tamil Nadu,905828,India,FALSE
59,OD-2025-08695,CUST-82956,Women,47,01-Oct-25,Oct,Delivered,Myntra,SKU-2866,Blouse,M,2,INR,945.12,Bengaluru,Karnataka,905829,India,FALSE
60,OD-2025-02721,CUST-33265,Women,50,27-11-2025,Nov,Delivered,Meesho,SKU-1424,Blouse,XL,4,INR,3801.1,Pune,Maharashtra,905830,India,FALSE
61,OD-2025-01868,CUST-64038,Men,21,17-06-2025,Jun,Delivered,Amazon,SKU-1573,Ethnic Dress,XS,1,INR,2503.21,Hyderabad,Telangana,905831,India,FALSE
62,OD-2025-05098,CUST-27649,Men,49,12-08-2025,Aug,Delivered,Meesho,SKU-4507,Ethnic Dress,M,1,INR,3325.46,Delhi,Delhi,905832,India,FALSE
63,OD-2025-03122,CUST-73995,men,19,24-12-2025,Dec,Delivered,Meesho,SKU-7707,Blouse,M,2,INR,3125.82,Jaipur,Rajasthan,905833,India,TRUE
64,OD-2025-03510,CUST-92491,Men,50,15-08-2025,Aug,Delivered,Amazon,SKU-4183,Kurta,XS,1,INR,2181.91,Ahmedabad,Gujarat,905834,India,FALSE
65,OD-2025-04147,CUST-60010,Men,33,23-09-2025,Sep,Delivered,Meesho,SKU-8769,Saree,XXL,1,INR,781.4,Chennai,Tamil Nadu,905835,India,FALSE
66,OD-2025-00739,CUST-63071,Men,23,17-12-2025,Dec,Delivered,Flipkart,SKU-4057,Kurta,M,2,INR,4680.16,Kolkata,West Bengal,905836,India,FALSE
67,OD-2025-08556,CUST-43974,Men,21,07-05-2025,May,Cancelled,Amazon,SKU-5984,Ethnic Dress,XS,1,INR,1323.46,Kolkata,West Bengal,905837,India,FALSE
68,OD-2025-06897,CUST-95401,Women,34,27-05-2025,May,Delivered,Meesho,SKU-2108,Kurta,XL,2,INR,4083.2,Mumbai,Maharashtra,905838,India,FALSE
69,OD-2025-00010,CUST-50593,Women,39,13-07-2025,Jul,Delivered,Nykaa,SKU-3175,Blouse,XL,2,INR,3878.89,Lucknow,Uttar Pradesh,905839,India,FALSE
70,OD-2025-02434,CUST-58686,Women,50,18-03-2025,Mar,Delivered,Meesho,SKU-7620,Saree,XL,1,INR,4758.34,Hyderabad,Telangana,905840,India,FALSE
71,OD-2025-01666,CUST-84397,Women,27,20-06-2025,Jun,Cancelled,Flipkart,SKU-7460,Kurta,L,4,INR,3256.13,Jaipur,Rajasthan,905841,India,FALSE
72,OD-2025-02126,CUST-74309,Men,21,26-04-2025,Apr,Delivered,Myntra,SKU-8962,Western Dress,XL,2,INR,549.2,Jaipur,Rajasthan,905842,India,FALSE
73,OD-2025-03456,CUST-28454,Women,47,17-03-2025,Mar,Delivered,Amazon,SKU-5732,Blouse,M,2,INR,1740.18,Ahmedabad,Gujarat,905843,India,FALSE
74,OD-2025-00822,CUST-95991,Women,37,11-03-2025,Mar,Shipped,Meesho,SKU-5099,Top,XS,1,INR,2067.78,Lucknow,Uttar Pradesh,905844,India,FALSE
75,OD-2025-00331,CUST-38369,Men,57,17-03-2025,Mar,Delivered,Ajio,SKU-1004,Saree,XS,3,INR,544.29,Chennai,Tamil Nadu,905845,India,FALSE
76,OD-2025-02141,CUST-64856,Women,34,21-08-2025,Aug,Delivered,Flipkart,SKU-3454,Western Dress,L,3,INR,4501.96,Mumbai,Maharashtra,905846,India,FALSE
77,OD-2025-04007,CUST-14885,Men,52,31-10-2025,Oct,Delivered,Flipkart,SKU-1917,Top,L,1,INR,1659.39,Lucknow,Uttar Pradesh,905847,India,FALSE
78,OD-2025-08857,CUST-22925,Women,29,19-12-2025,Dec,Delivered,Meesho,SKU-5224,Western Dress,M,2,INR,1667.83,Kolkata,West Bengal,905848,India,FALSE
79,OD-2025-09327,CUST-57010,Women,26,02-11-2025,Nov,Cancelled,Myntra,SKU-3004,Ethnic Dress,XS,1,INR,1521.58,Ahmedabad,Gujarat,905849,India,FALSE
80,OD-2025-00017,CUST-43807,Women,25,27-01-2025,Jan,Delivered,Meesho,SKU-4874,Kurta,XL,2,INR,2108.73,Kolkata,West Bengal,905850,India,FALSE
81,OD-2025-07083,CUST-42006,Men,28,13-08-2025,Aug,Delivered,Amazon,SKU-9394,Top,XS,1,INR,2673.39,Chennai,Tamil Nadu,905851,India,FALSE
82,OD-2025-08893,CUST-20401,Men,54,15-05-2025,May,Delivered,Ajio,SKU-8932,Kurta,M,3,INR,4178.21,Ahmedabad,Gujarat,905852,India,FALSE
83,OD-2025-03602,CUST-86133,Women,27,26-06-2025,Jun,Delivered,Ajio,SKU-4447,Top,XXL,1,INR,2830.05,Jaipur,Rajasthan,905853,India,FALSE
84,OD-2025-02609,CUST-12583,Men,33,11-08-2025,Aug,Delivered,Meesho,SKU-5704,Ethnic Dress,M,1,INR,691.88,Pune,Maharashtra,905854,India,FALSE
85,OD-2025-07464,CUST-92485,Women,64,08-12-2025,Dec,Delivered,Ajio,SKU-7482,Kurta,S,1,INR,4270.26,Mumbai,Maharashtra,905855,India,FALSE
86,OD-2025-09145,CUST-16303,Women,59,09-12-2025,Dec,Delivered,Nykaa,SKU-1900,Western Dress,S,1,INR,3574.43,Lucknow,Uttar Pradesh,905856,India,TRUE
87,OD-2025-03563,CUST-47660,Men,39,13-01-2025,Jan,Cancelled,Flipkart,SKU-7590,Western Dress,XXL,1,INR,4960.11,Chennai,Tamil Nadu,905857,India,FALSE
88,OD-2025-05770,CUST-63450,Women,34,21-05-2025,May,Shipped,Myntra,SKU-2840,Kurta,XS,1,INR,539.66,Ahmedabad,Gujarat,905858,India,FALSE
89,OD-2025-03075,CUST-82068,Women,36,17-03-2025,Mar,Delivered,Nykaa,SKU-4852,Ethnic Dress,L,1,INR,2663.671,Mumbai,Maharashtra,905859,India,FALSE
90,OD-2025-05394,CUST-35904,Men,34,09-08-2025,Aug,Delivered,Flipkart,SKU-3344,Kurta,M,1,INR,3722.79,Delhi,Delhi,905860,India,FALSE
91,OD-2025-07393,CUST-54766,Women,34,03-03-2025,Mar,Cancelled,Meesho,SKU-4406,Top,S,3,INR,3344.58,Mumbai,Maharashtra,905861,India,FALSE
92,OD-2025-03569,CUST-68397,Women,42,07-07-2025,Jul,Delivered,Myntra,SKU-1698,Blouse,L,2,INR,4373.95,Lucknow,Uttar Pradesh,905862,India,FALSE
93,OD-2025-09124,CUST-47797,Women,62,08-01-2025,Jan,Delivered,Amazon,SKU-1307,Top,L,1,INR,1663.33,Chennai,Tamil Nadu,905863,India,TRUE
94,OD-2025-03265,CUST-68276,Men,56,01-01-2025,Jan,Delivered,Amazon,SKU-8123,Western Dress,L,2,INR,4882.17,Delhi,Delhi,905864,India,FALSE
95,OD-2025-01990,CUST-36741,Women,42,24-04-2025,Apr,Cancelled,Myntra,SKU-6749,Top,L,2,INR,2466.66,Ahmedabad,Gujarat,905865,India,FALSE
96,OD-2025-01063,CUST-92142,Women,18,19-10-2025,Oct,Delivered,Meesho,SKU-9791,Blouse,XL,1,INR,3895.73,Lucknow,Uttar Pradesh,905866,India,FALSE
97,OD-2025-06749,CUST-23784,Women,41,04-05-2025,May,Delivered,Amazon,SKU-1684,Western Dress,M,1,INR,2559.85,Kolkata,West Bengal,905867,India,FALSE
99,OD-2025-06593,CUST-77113,Men,20,14-07-2025,Jul,Delivered,Ajio,SKU-2885,Ethnic Dress,XL,3,INR,4357.07,Delhi,Delhi,905869,India,FALSE
100,OD-2025-01430,CUST-10761,Women,55,08-03-2025,Mar,Delivered,Ajio,SKU-6357,Western Dress,XL,3,INR,4335.12,Kolkata,West Bengal,905870,India,FALSE
101,OD-2025-05895,CUST-72035,Men,37,31-08-2025,Aug,Delivered,Myntra,SKU-8407,Top,XL,4,INR,1012.44,Delhi,Delhi,905871,India,FALSE
102,OD-2025-03256,CUST-77575,Women,62,18-11-2025,Nov,Shipped,Meesho,SKU-1766,Kurta,XXL,1,INR,1236.01,Pune,Maharashtra,905872,India,FALSE
103,OD-2025-01583,CUST-68261,Women,62,22-01-2025,Jan,Cancelled,Meesho,SKU-9001,Ethnic Dress,M,2,INR,4840.09,Pune,Maharashtra,905873,India,FALSE
104,OD-2025-09163,CUST-49959,Women,48,28-07-2025,Jul,Delivered,Nykaa,SKU-4480,Top,S,1,INR,3968.9,Chennai,Tamil Nadu,905874,India,TRUE
105,OD-2025-02604,CUST-17053,Women,22,19-07-2025,Jul,Delivered,Ajio,SKU-9362,Saree,XXL,4,INR,4105.13,Delhi,Delhi,905875,India,FALSE
106,OD-2025-04964,CUST-61383,Women,20,11-11-2025,Nov,Delivered,Myntra,SKU-9438,Top,M,2,INR,621.54,Kolkata,West Bengal,905876,India,TRUE
107,OD-2025-06112,CUST-57733,Women,31,14-02-2025,Feb,Delivered,Flipkart,SKU-8043,Ethnic Dress,XL,1,INR,3402.58,Bengaluru,Karnataka,905877,India,FALSE
108,OD-2025-07907,CUST-48534,Women,22,26-12-2025,Dec,Delivered,Ajio,SKU-5563,Saree,XS,1,INR,4271.64,Kolkata,West Bengal,905878,India,FALSE
109,OD-2025-00184,CUST-73997,  Men  ,36,25-07-2025,Jul,Delivered,Meesho,SKU-3113,Saree,M,1,INR,3234.77,Lucknow,Uttar Pradesh,905879,India,FALSE
110,OD-2025-01836,CUST-69234,Women,54,25-02-2025,Feb,Delivered,Amazon,SKU-5245,Top,M,1,INR,4621.13,Hyderabad,Telangana,905880,India,FALSE
111,OD-2025-04951,CUST-59222,Women,51,15-04-2025,Apr,Delivered,Flipkart,SKU-5241,Saree,M,1,INR,4283.5,Mumbai,Maharashtra,905881,India,FALSE
112,OD-2025-07248,CUST-46762,Men,33,14-07-2025,Jul,Delivered,Amazon,SKU-8543,Blouse,XL,2,INR,769.9,Lucknow,Uttar Pradesh,905882,India,FALSE
113,OD-2025-01237,CUST-63045,Men,21,12-09-2025,Sep,Delivered,Myntra,SKU-3778,Western Dress,L,4,INR,1942.18,Kolkata,West Bengal,905883,India,FALSE
114,OD-2025-09252,CUST-23795,Women,65,29-08-2025,Aug,Delivered,Ajio,SKU-6726,Kurta,L,1,INR,3226.27,Delhi,Delhi,905884,India,FALSE
115,OD-2025-01312,CUST-97962,Women,35,27-08-2025,Aug,Delivered,Meesho,SKU-6291,Kurta,M,1,INR,4016.99,Mumbai,Maharashtra,905885,India,FALSE
116,OD-2025-07729,CUST-53167,Men,26,13-10-2025,Oct,Delivered,Flipkart,SKU-1537,Blouse,S,4,INR,3712.1,Ahmedabad,Gujarat,905886,India,FALSE
117,OD-2025-03381,CUST-11870,Women,25,08-11-2025,Nov,Delivered,Nykaa,SKU-6957,Ethnic Dress,S,3,INR,2428.34,Hyderabad,Telangana,905887,India,FALSE
118,OD-2025-06623,CUST-39211,Men,65,18-10-2025,Oct,Delivered,Meesho,SKU-9199,Western Dress,XS,1,INR,898.58,Chennai,Tamil Nadu,905888,India,TRUE
119,OD-2025-03408,CUST-44255,Men,56,23-01-2025,Jan,Delivered,Amazon,SKU-4133,Top,XXL,1,INR,2551.51,Delhi,Delhi,905889,India,FALSE
120,OD-2025-07643,CUST-20807,Women,61,31-03-2025,Mar,Delivered,Ajio,SKU-1779,Ethnic Dress,L,4,INR,2989.04,Mumbai,Maharashtra,905890,India,FALSE
121,OD-2025-00288,CUST-58274,Men,27,30-10-2025,Oct,Delivered,Meesho,SKU-4464,Saree,XL,2,INR,3786.6,Bengaluru,Karnataka,905891,India,FALSE
122,OD-2025-04364,CUST-36053,  Women  ,19,28-09-2025,Sep,Delivered,Myntra,SKU-6573,Western Dress,XXL,1,INR,1256.77,Ahmedabad,Gujarat,905892,India,FALSE
123,OD-2025-07783,CUST-82750,Women,63,18-03-2025,Mar,Delivered,Nykaa,SKU-7570,Ethnic Dress,XL,1,INR,436.75,Lucknow,Uttar Pradesh,905893,India,FALSE
124,OD-2025-01222,CUST-45648,Women,50,07-10-2025,Oct,Delivered,Flipkart,SKU-8401,Saree,S,1,INR,1598.29,Pune,Maharashtra,905894,India,FALSE
125,OD-2025-04940,CUST-26454,Women,49,12-10-2025,Oct,Cancelled,Nykaa,SKU-3380,Top,M,1,INR,1397.36,Lucknow,Uttar Pradesh,905895,India,FALSE
126,OD-2025-04956,CUST-65869,Men,58,01-Apr-25,Apr,Delivered,Myntra,SKU-7996,Blouse,M,3,INR,2282.33,Delhi,Delhi,905896,India,FALSE
127,OD-2025-06735,CUST-33082,Women,54,16-02-2025,Feb,Delivered,Ajio,SKU-1615,Blouse,L,1,INR,1592.9,Chennai,Tamil Nadu,905897,India,FALSE
128,OD-2025-05965,CUST-97409,Women,59,09-09-2025,Sep,Delivered,Meesho,SKU-8437,Top,S,2,INR,1898.22,Ahmedabad,Gujarat,905898,India,FALSE
129,OD-2025-02302,CUST-36498,Women,33,25-03-2025,Mar,Delivered,Amazon,SKU-5209,Ethnic Dress,XS,1,INR,2855.73,Pune,Maharashtra,905899,India,FALSE
130,OD-2025-01833,CUST-61978,Women,24,07-10-2025,Oct,Cancelled,Flipkart,SKU-4847,Saree,L,1,INR,1439.75,Jaipur,Rajasthan,905900,India,FALSE
131,OD-2025-01935,CUST-78961,Women,57,30-11-2025,Nov,Delivered,Ajio,SKU-6489,Ethnic Dress,XXL,1,INR,3014.52,Jaipur,Rajasthan,905901,India,FALSE
132,OD-2025-02762,CUST-49234,Women,54,06-06-2025,Jun,Shipped,Amazon,SKU-6071,Ethnic Dress,M,3,INR,4359.49,Hyderabad,Telangana,905902,India,FALSE
133,OD-2025-09733,CUST-92900,Men,45,01-04-2025,Apr,Delivered,Amazon,SKU-8543,Top,XS,3,INR,2793.46,Chennai,Tamil Nadu,905903,India,FALSE
134,OD-2025-00452,CUST-12722,Women,48,13-08-2025,Aug,Delivered,Meesho,SKU-4149,Ethnic Dress,S,2,INR,3029.21,Chennai,Tamil Nadu,905904,India,FALSE
135,OD-2025-02042,CUST-43675,Women,34,23-04-2025,Apr,Delivered,Amazon,SKU-1249,Top,XS,1,INR,1643.93,Delhi,Delhi,905905,India,FALSE
136,OD-2025-01500,CUST-53333,Men,64,21-02-2025,Feb,Delivered,Myntra,SKU-6776,Top,XS,1,INR,4383.01,Lucknow,Uttar Pradesh,905906,India,FALSE
137,OD-2025-05345,CUST-75052,Women,32,09-06-2025,Jun,Delivered,Flipkart,SKU-6814,Ethnic Dress,XS,1,INR,1032.12,Kolkata,West Bengal,905907,India,FALSE
138,OD-2025-04552,CUST-32299,Women,38,18-12-2025,Dec,Delivered,Ajio,SKU-1048,Blouse,XXL,2,INR,4788.31,Hyderabad,Telangana,905908,India,FALSE
139,OD-2025-07597,CUST-67983,Women,61,04-05-2025,May,Delivered,Meesho,SKU-2529,Blouse,M,3,INR,1960.53,Bengaluru,Karnataka,905909,India,FALSE
140,OD-2025-04700,CUST-95304,Women,30,20-02-2025,Feb,Cancelled,Amazon,SKU-6678,Blouse,L,1,INR,2745.6,Delhi,Delhi,905910,India,FALSE
141,OD-2025-01908,CUST-44310,Women,55,31-10-2025,Oct,Delivered,Flipkart,SKU-3615,Ethnic Dress,M,1,INR,2238.13,Lucknow,Uttar Pradesh,905911,India,FALSE
142,OD-2025-01465,CUST-47176,Women,33,21-03-2025,Mar,Delivered,Myntra,SKU-2501,Top,XXL,1,INR,3388.78,Pune,Maharashtra,905912,India,FALSE
144,OD-2025-05904,CUST-84932,Men,51,20-05-2025,May,Cancelled,Ajio,SKU-3564,Top,M,3,INR,1179.62,Mumbai,Maharashtra,905913,India,FALSE
145,OD-2025-07586,CUST-82419,men,63,26-05-2025,May,Cancelled,Amazon,SKU-7247,Kurta,XS,2,INR,4088.09,Bengaluru,Karnataka,905914,India,FALSE
146,OD-2025-09158,CUST-88963,Men,59,26-10-2025,Oct,Delivered,Meesho,SKU-4319,Top,XXL,1,INR,1645.1,Delhi,Delhi,905915,India,FALSE
147,OD-2025-02805,CUST-18493,Men,25,27-04-2025,Apr,Delivered,Meesho,SKU-7800,Kurta,L,1,INR,4424.5,Mumbai,Maharashtra,905916,India,TRUE
148,OD-2025-09336,CUST-25035,Women,61,20-12-2025,Dec,Delivered,Myntra,SKU-9762,Saree,XS,1,INR,3025.24,Bengaluru,Karnataka,905917,India,FALSE
149,OD-2025-09059,CUST-67542,Men,48,27-02-2025,Feb,Delivered,Meesho,SKU-6608,Western Dress,XXL,1,INR,4424.18,Pune,Maharashtra,905918,India,TRUE
150,OD-2025-06600,CUST-74176,Men,34,01-07-2025,Jul,Delivered,Amazon,SKU-5628,Top,XS,3,INR,984.43,Bengaluru,Karnataka,905919,India,FALSE
151,OD-2025-03892,CUST-14719,Women,26,02-07-2025,Jul,Delivered,Amazon,SKU-1064,Saree,XXL,2,INR,1585.6,Bengaluru,Karnataka,905920,India,FALSE
152,OD-2025-00588,CUST-88988,Women,22,21-02-2025,Feb,Cancelled,Myntra,SKU-9748,Blouse,L,1,INR,2032.97,Chennai,Tamil Nadu,905921,India,FALSE
